Rxn name	Formula	Gene-reaction association	LB	UB	Objective
ACSPHACT60No2	0.0095785 prot_Q88EB6[c] + pmet_ACSPHACT60[c]  -> R_3h6athcoa_c[c] + amp_c[c] + ppi_c[c] 	PP_4550	  0.00	999999.00	  0.00
ALGE9No1	prealgac_M1_p[p] + 1.9841e-05 prot_Q88NC9[c]  -> algac_MG_14_p[p] 	PP_1283	  0.00	999999.00	  0.00
ALGLNo1	4 h2o_p[p] + prealginate__M_p[p] + 3.7136e-07 prot_Q88ND1[c]  -> 5 manur_p[p] 	PP_1281	  0.00	999999.00	  0.00
ALGL2No1	h2o_p[p] + prealginate__M_p[p] + 3.7136e-07 prot_Q88ND1[c]  -> dmanur_p[p] + tmanur_p[p] 	PP_1281	  0.00	999999.00	  0.00
arm_ALLTAMH	alltt_c[c] + 2 h_c[c] + 2 h2o_c[c]  -> pmet_ALLTAMH[c] 	PP_3530 or PP_0614 or PP_4034	  0.00	999999.00	  0.00
ALLTAMHNo1	pmet_ALLTAMH[c] + 3.7037e-07 prot_Q88H35[c]  -> co2_c[c] + 2 nh4_c[c] + urdglyc_c[c] 	PP_3530	  0.00	999999.00	  0.00
ALLTAMHNo2	pmet_ALLTAMH[c] + 1.5432e-05 prot_Q88Q81[c]  -> co2_c[c] + 2 nh4_c[c] + urdglyc_c[c] 	PP_0614	  0.00	999999.00	  0.00
ALLTAMHNo3	pmet_ALLTAMH[c] + 1.5432e-05 prot_Q88FQ3[c]  -> co2_c[c] + 2 nh4_c[c] + urdglyc_c[c] 	PP_4034	  0.00	999999.00	  0.00
ALLTNNo1	alltn_c[c] + h2o_c[c] + 6.6138e-07 prot_Q88F13[c]  -> alltt_c[c] + h_c[c] 	PP_4286	  0.00	999999.00	  0.00
ALLTNRANo1	alltn__R_c[c] + 1.1671e-06 prot_Q88EZ0[c]  -> alltn_c[c] 	PP_4310	  0.00	999999.00	  0.00
ALPATE160ppNo1	alpp_p[p] + pe160_p[p] + 0.00011574 prot_Q88CF5[c] + 0.00011574 prot_Q88DN4[c]  -> 2agpe160_p[p] + lpp_p[p] 	PP_4790 and PP_5226	  0.00	999999.00	  0.00
ALPATE161ppNo1	alpp_p[p] + pe161_p[p] + 0.00011574 prot_Q88CF5[c] + 0.00011574 prot_Q88DN4[c]  -> 2agpe161_p[p] + lpp161_p[p] 	PP_4790 and PP_5226	  0.00	999999.00	  0.00
ALPATE180ppNo1	alpp_p[p] + pe180_p[p] + 0.00011574 prot_Q88CF5[c] + 0.00011574 prot_Q88DN4[c]  -> 2agpe180_p[p] + lpp180_p[p] 	PP_4790 and PP_5226	  0.00	999999.00	  0.00
ALPATE181ppNo1	alpp_p[p] + pe181_p[p] + 0.00011574 prot_Q88CF5[c] + 0.00011574 prot_Q88DN4[c]  -> 2agpe181_p[p] + lpp181_p[p] 	PP_4790 and PP_5226	  0.00	999999.00	  0.00
ALPATG160ppNo1	alpp_p[p] + pg160_p[p] + 0.00011574 prot_Q88CF5[c] + 0.00011574 prot_Q88DN4[c]  -> 2agpg160_p[p] + lpp_p[p] 	PP_4790 and PP_5226	  0.00	999999.00	  0.00
ALPATG161ppNo1	alpp_p[p] + pg161_p[p] + 0.00011574 prot_Q88CF5[c] + 0.00011574 prot_Q88DN4[c]  -> 2agpg161_p[p] + lpp161_p[p] 	PP_4790 and PP_5226	  0.00	999999.00	  0.00
ALPATG180ppNo1	alpp_p[p] + pg180_p[p] + 0.00011574 prot_Q88CF5[c] + 0.00011574 prot_Q88DN4[c]  -> 2agpg180_p[p] + lpp180_p[p] 	PP_4790 and PP_5226	  0.00	999999.00	  0.00
ALPATG181ppNo1	alpp_p[p] + pg181_p[p] + 0.00011574 prot_Q88CF5[c] + 0.00011574 prot_Q88DN4[c]  -> 2agpg181_p[p] + lpp181_p[p] 	PP_4790 and PP_5226	  0.00	999999.00	  0.00
ALTRHNo1	altrn_c[c] + 1.2626e-05 prot_Q88J15[c]  -> 2ddglcn_c[c] + h2o_c[c] 	PP_2834	  0.00	999999.00	  0.00
AM3PANo1	anhm3p_c[c] + h2o_c[c] + 1.1111e-05 prot_Q88PQ9[c]  -> LalaDgluMdap_c[c] + anhm_c[c] 	PP_0789	  0.00	999999.00	  0.00
AM4PANo1	anhm4p_c[c] + h2o_c[c] + 1.1111e-05 prot_Q88PQ9[c]  -> LalaDgluMdapDala_c[c] + anhm_c[c] 	PP_0789	  0.00	999999.00	  0.00
AM4PCPNo1	anhm4p_c[c] + h2o_c[c] + 1.7361e-06 prot_Q88DM6[c]  -> ala__D_c[c] + anhm3p_c[c] 	PP_4799	  0.00	999999.00	  0.00
AMAOTrNo1	8aonn_c[c] + amet_c[c] + 0.00027778 prot_Q88D44[c]  -> amob_c[c] + dann_c[c] 	PP_4984	  0.00	999999.00	  0.00
AMID4No1	ad_c[c] + h2o_c[c] + 0.00010086 prot_Q88G79[c]  -> ac_c[c] + nh4_c[c] 	PP_3846	  0.00	999999.00	  0.00
AMPMS2No1	air_c[c] + h2o_c[c] + nad_c[c] + 1.9984e-05 prot_Q88DA5[c]  -> 4ampm_c[c] + 2 for_c[c] + 3 h_c[c] + nadh_c[c] 	PP_4922	  0.00	999999.00	  0.00
AMPNNo1	amp_c[c] + h2o_c[c] + 4.4803e-06 prot_Q88DP5[c]  -> ade_c[c] + r5p_c[c] 	PP_4779	  0.00	999999.00	  0.00
arm_AMPTASEAH	alahis_c[c] + h2o_c[c]  -> pmet_AMPTASEAH[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEAHNo1	pmet_AMPTASEAH[c] + 6.43e-08 prot_Q88P73[c]  -> ala__L_c[c] + his__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEAHNo2	pmet_AMPTASEAH[c] + 3.655e-08 prot_Q88LB8[c]  -> ala__L_c[c] + his__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEAL	alaleu_c[c] + h2o_c[c]  -> pmet_AMPTASEAL[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEALNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEAL[c]  -> ala__L_c[c] + leu__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEALNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEAL[c]  -> ala__L_c[c] + leu__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEAT	alathr_c[c] + h2o_c[c]  -> pmet_AMPTASEAT[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEATNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEAT[c]  -> ala__L_c[c] + thr__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEATNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEAT[c]  -> ala__L_c[c] + thr__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEATRP	alatrp_c[c] + h2o_c[c]  -> pmet_AMPTASEATRP[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEATRPNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEATRP[c]  -> ala__L_c[c] + trp__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEATRPNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEATRP[c]  -> ala__L_c[c] + trp__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASECG	cgly_c[c] + h2o_c[c]  -> pmet_AMPTASECG[c] 	PP_2017 or PP_0980	  0.00	999999.00	  0.00
AMPTASECGNo1	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASECG[c]  -> cys__L_c[c] + gly_c[c] 	PP_2017	  0.00	999999.00	  0.00
AMPTASECGNo2	6.43e-08 prot_Q88P73[c] + pmet_AMPTASECG[c]  -> cys__L_c[c] + gly_c[c] 	PP_0980	  0.00	999999.00	  0.00
arm_GLYGLYCNc	glygly_c[c] + h2o_c[c]  -> pmet_GLYGLYCNc[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
GLYGLYCNcNo1	6.43e-08 prot_Q88P73[c] + pmet_GLYGLYCNc[c]  -> 2 gly_c[c] 	PP_0980	  0.00	999999.00	  0.00
GLYGLYCNcNo2	3.655e-08 prot_Q88LB8[c] + pmet_GLYGLYCNc[c]  -> 2 gly_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEGGLN	glygln_c[c] + h2o_c[c]  -> pmet_AMPTASEGGLN[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEGGLNNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEGGLN[c]  -> gln__L_c[c] + gly_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEGGLNNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEGGLN[c]  -> gln__L_c[c] + gly_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEGGLU	glyglu_c[c] + h2o_c[c]  -> pmet_AMPTASEGGLU[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEGGLUNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEGGLU[c]  -> glu__L_c[c] + gly_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEGGLUNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEGGLU[c]  -> glu__L_c[c] + gly_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEGM	glymet_c[c] + h2o_c[c]  -> pmet_AMPTASEGM[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEGMNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEGM[c]  -> gly_c[c] + met__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEGMNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEGM[c]  -> gly_c[c] + met__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_GLYPHEHYc	glyphe_c[c] + h2o_c[c]  -> pmet_GLYPHEHYc[c] 	PP_2017 or PP_0980	  0.00	999999.00	  0.00
GLYPHEHYcNo1	3.655e-08 prot_Q88LB8[c] + pmet_GLYPHEHYc[c]  -> gly_c[c] + phe__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
GLYPHEHYcNo2	6.43e-08 prot_Q88P73[c] + pmet_GLYPHEHYc[c]  -> gly_c[c] + phe__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
arm_AMPTASEGS	glyser_c[c] + h2o_c[c]  -> pmet_AMPTASEGS[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEGSNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEGS[c]  -> gly_c[c] + ser__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEGSNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEGS[c]  -> gly_c[c] + ser__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEHG	h2o_c[c] + hisgly_c[c]  -> pmet_AMPTASEHG[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEHGNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEHG[c]  -> gly_c[c] + his__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEHGNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEHG[c]  -> gly_c[c] + his__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEHH	h2o_c[c] + hishis_c[c]  -> pmet_AMPTASEHH[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEHHNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEHH[c]  -> 2 his__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEHHNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEHH[c]  -> 2 his__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_LEULEULAPc	leuleu_c[c] + h2o_c[c]  -> pmet_LEULEULAPc[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
LEULEULAPcNo1	6.43e-08 prot_Q88P73[c] + pmet_LEULEULAPc[c]  -> 2 leu__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
LEULEULAPcNo2	3.655e-08 prot_Q88LB8[c] + pmet_LEULEULAPc[c]  -> 2 leu__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
arm_AMPTASEPG	h2o_c[c] + progly_c[c]  -> pmet_AMPTASEPG[c] 	PP_0980 or PP_2017	  0.00	999999.00	  0.00
AMPTASEPGNo1	6.43e-08 prot_Q88P73[c] + pmet_AMPTASEPG[c]  -> gly_c[c] + pro__L_c[c] 	PP_0980	  0.00	999999.00	  0.00
AMPTASEPGNo2	3.655e-08 prot_Q88LB8[c] + pmet_AMPTASEPG[c]  -> gly_c[c] + pro__L_c[c] 	PP_2017	  0.00	999999.00	  0.00
ANHMKNo1	atp_c[c] + anhm_c[c] + h2o_c[c] + 3.9683e-08 prot_Q88QQ4[c]  -> acmum6p_c[c] + adp_c[c] + h_c[c] 	PP_0434	  0.00	999999.00	  0.00
ANPRTNo1	anth_c[c] + prpp_c[c] + 6.3131e-05 prot_Q88QR7[c]  -> ppi_c[c] + pran_c[c] 	PP_0421	  0.00	999999.00	  0.00
ANSNo1	chor_c[c] + gln__L_c[c] + 7.2527e-07 prot_Q88QR8[c] + 7.2527e-07 prot_Q88QS1[c]  -> anth_c[c] + glu__L_c[c] + h_c[c] + pyr_c[c] 	PP_0417 and PP_0420	  0.00	999999.00	  0.00
ANS2No1	chor_c[c] + nh4_c[c] + 7.2527e-07 prot_Q88QR8[c] + 7.2527e-07 prot_Q88QS1[c]  -> anth_c[c] + h_c[c] + h2o_c[c] + pyr_c[c] 	PP_0417 and PP_0420	  0.00	999999.00	  0.00
AOXSr2No1	ala__L_c[c] + pimACP_c[c] + 0.0046296 prot_Q88QX1[c]  -> 8aonn_c[c] + ACP_c[c] + co2_c[c] 	PP_0363	  0.00	999999.00	  0.00
AP4AHNo1	ap4a_c[c] + h2o_c[c] + 1.1111e-06 prot_Q88QT8[c]  -> 2 adp_c[c] + 2 h_c[c] 	PP_0399	  0.00	999999.00	  0.00
arm_AP4AS	2 atp_c[c] + h_c[c]  -> pmet_AP4AS[c] 	PP_1496 or PP_3279	  0.00	999999.00	  0.00
AP4ASNo1	pmet_AP4AS[c] + 1.2569e-06 prot_Q88MS3[c]  -> ap4a_c[c] + ppi_c[c] 	PP_1496	  0.00	999999.00	  0.00
AP4ASNo2	pmet_AP4AS[c] + 1.6534e-05 prot_Q88HS4[c]  -> ap4a_c[c] + ppi_c[c] 	PP_3279	  0.00	999999.00	  0.00
APATrNo1	ala_B_c[c] + pyr_c[c] + 0.001634 prot_Q88Q98[c]  -> ala__L_c[c] + msa_c[c] 	PP_0596	  0.00	999999.00	  0.00
APENTAMAH2No1	5apentam_c[c] + h_c[c] + h2o_c[c] + 1.9135e-06 prot_Q88QV2[c]  -> 5aptn_c[c] + nh4_c[c] 	PP_0382	  0.00	999999.00	  0.00
APG3PAT120No1	ddcap_c[c] + glyc3p_c[c] + 0.00011574 prot_Q88QU5[c]  -> 1ddecg3p_c[c] + h_c[c] + pi_c[c] 	PP_0391	  0.00	999999.00	  0.00
APG3PAT140No1	glyc3p_c[c] + ttdcap_c[c] + 0.00011574 prot_Q88QU5[c]  -> 1tdecg3p_c[c] + h_c[c] + pi_c[c] 	PP_0391	  0.00	999999.00	  0.00
APG3PAT141No1	glyc3p_c[c] + ttdceap_c[c] + 0.00011574 prot_Q88QU5[c]  -> 1tdec7eg3p_c[c] + h_c[c] + pi_c[c] 	PP_0391	  0.00	999999.00	  0.00
APG3PAT160No1	glyc3p_c[c] + hdcap_c[c] + 0.00011574 prot_Q88QU5[c]  -> 1hdecg3p_c[c] + h_c[c] + pi_c[c] 	PP_0391	  0.00	999999.00	  0.00
APG3PAT161No1	glyc3p_c[c] + hdceap_c[c] + 0.00011574 prot_Q88QU5[c]  -> 1hdec9eg3p_c[c] + h_c[c] + pi_c[c] 	PP_0391	  0.00	999999.00	  0.00
APG3PAT180No1	glyc3p_c[c] + ocdcap_c[c] + 0.00011574 prot_Q88QU5[c]  -> 1odecg3p_c[c] + h_c[c] + pi_c[c] 	PP_0391	  0.00	999999.00	  0.00
APG3PAT181No1	glyc3p_c[c] + ocdceap_c[c] + 0.00011574 prot_Q88QU5[c]  -> 1odec11eg3p_c[c] + h_c[c] + pi_c[c] 	PP_0391	  0.00	999999.00	  0.00
APRAURNo1	5apru_c[c] + h_c[c] + nadph_c[c] + 2.01e-07 prot_Q88QH9[c]  -> 5aprbu_c[c] + nadp_c[c] 	PP_0514	  0.00	999999.00	  0.00
arm_APSR	aps_c[c] + trdrd_c[c]  -> pmet_APSR[c] 	(PP_2328 and PP_0510) or (PP_2328 and PP_5069) or (PP_2328 and PP_5215)	  0.00	999999.00	  0.00
APSRNo1	pmet_APSR[c] + 7.9365e-05 prot_Q88KG2[c] + 7.9365e-05 prot_Q88QI2[c]  -> amp_c[c] + 2 h_c[c] + so3_c[c] + trdox_c[c] 	PP_2328 and PP_0510	  0.00	999999.00	  0.00
APSRNo2	pmet_APSR[c] + 7.716e-05 prot_Q88KG2[c] + 7.716e-05 prot_Q88CW1[c]  -> amp_c[c] + 2 h_c[c] + so3_c[c] + trdox_c[c] 	PP_2328 and PP_5069	  0.00	999999.00	  0.00
APSRNo3	pmet_APSR[c] + 7.9365e-05 prot_Q88KG2[c] + 7.9365e-05 prot_Q88CG6[c]  -> amp_c[c] + 2 h_c[c] + so3_c[c] + trdox_c[c] 	PP_2328 and PP_5215	  0.00	999999.00	  0.00
arm_APSR2	aps_c[c] + grxrd_c[c]  -> pmet_APSR2[c] 	(PP_2328 and PP_5054) or (PP_2328 and PP_2958)	  0.00	999999.00	  0.00
APSR2No1	7.9365e-05 prot_Q88KG2[c] + pmet_APSR2[c] + 7.9365e-05 prot_Q88CX6[c]  -> amp_c[c] + 2 h_c[c] + grxox_c[c] + so3_c[c] 	PP_2328 and PP_5054	  0.00	999999.00	  0.00
APSR2No2	7.9365e-05 prot_Q88KG2[c] + pmet_APSR2[c] + 7.9365e-05 prot_Q88IP1[c]  -> amp_c[c] + 2 h_c[c] + grxox_c[c] + so3_c[c] 	PP_2328 and PP_2958	  0.00	999999.00	  0.00
APTNATNo1	5aptn_c[c] + akg_c[c] + 6.7905e-06 prot_Q88RB9[c]  -> glu__L_c[c] + oxptn_c[c] 	PP_0214	  0.00	999999.00	  0.00
arm_ARBTNabcpp	atp_c[c] + arbtn_fe3_p[p] + h2o_c[c]  -> pmet_ARBTNabcpp[c] 	(PP_2417 and PP_2416 and PP_2418) or ((PP_2593 or PP_2594) and PP_2592 and PP_2591)	  0.00	999999.00	  0.00
ARBTNabcppNo1	pmet_ARBTNabcpp[c]  -> adp_c[c] + arbtn_fe3_c[c] + h_c[c] + pi_c[c] 	PP_2417 and PP_2416 and PP_2418	  0.00	999999.00	  0.00
ARBTNabcppNo2	pmet_ARBTNabcpp[c]  -> adp_c[c] + arbtn_fe3_c[c] + h_c[c] + pi_c[c] 	PP_2593	  0.00	999999.00	  0.00
ARBTNabcppNo3	pmet_ARBTNabcpp[c]  -> adp_c[c] + arbtn_fe3_c[c] + h_c[c] + pi_c[c] 	PP_2594 and PP_2592 and PP_2591	  0.00	999999.00	  0.00
ARGDrNo1	arg__L_c[c] + h2o_c[c] + 3.72112e-06 prot_Q88P52[c]  -> citr__L_c[c] + nh4_c[c] 	PP_1001	  0.00	999999.00	  0.00
ARGDCNo1	arg__L_c[c] + h_c[c] + 2.5253e-05 prot_Q88QC7[c]  -> agm_c[c] + co2_c[c] 	PP_0567	  0.00	999999.00	  0.00
ARGDCppNo1	arg__L_p[p] + h_p[p] + 2.5253e-05 prot_Q88QC7[c]  -> agm_p[p] + co2_p[p] 	PP_0567	  0.00	999999.00	  0.00
ARGSLNo1	argsuc_c[c] + 9.4805e-08 prot_P59618[c]  -> arg__L_c[c] + fum_c[c] 	PP_0184	  0.00	999999.00	  0.00
ARGSSNo1	atp_c[c] + citr__L_c[c] + asp__L_c[c] + 0.00040424 prot_P59604[c]  -> amp_c[c] + argsuc_c[c] + h_c[c] + ppi_c[c] 	PP_1088	  0.00	999999.00	  0.00
ARGTRSNo1	atp_c[c] + arg__L_c[c] + trnaarg_c[c] + 1.5518e-05 prot_Q88CU1[c]  -> amp_c[c] + argtrna_c[c] + ppi_c[c] 	PP_5089	  0.00	999999.00	  0.00
arm_ARGabcpp	atp_c[c] + arg__L_p[p] + h2o_c[c]  -> pmet_ARGabcpp[c] 	(PP_4483 and PP_4484 and PP_4485 and PP_4486) or (PP_1297 and PP_1299 and PP_1300 and PP_1298)	  0.00	999999.00	  0.00
ARGabcppNo1	pmet_ARGabcpp[c]  -> adp_c[c] + arg__L_c[c] + h_c[c] + pi_c[c] 	PP_4483 and PP_4484 and PP_4485 and PP_4486	  0.00	999999.00	  0.00
ARGabcppNo2	pmet_ARGabcpp[c]  -> adp_c[c] + arg__L_c[c] + h_c[c] + pi_c[c] 	PP_1297 and PP_1299 and PP_1300 and PP_1298	  0.00	999999.00	  0.00
ARGtexNo1	arg__L_e[e] + 9.8503e-07 prot_Q88NK1[c]  -> arg__L_p[p] 	PP_1206	  0.00	999999.00	  0.00
AROHNo1	Largn_c[c] + 7.5896e-10 prot_Q88M06[c]  -> co2_c[c] + h2o_c[c] + phe__L_c[c] 	PP_1769	  0.00	999999.00	  0.00
ARUHNo1	arg__L_c[c] + pyr_c[c] + 0.001634 prot_Q88GK0[c]  -> ala__L_c[c] + 5g2oxpt_c[c] 	PP_3721	  0.00	999999.00	  0.00
ASADNo1	aspsa_c[c] + nadp_c[c] + pi_c[c] + 1.7361e-06 prot_Q88LE4[c]  -> 4pasp_c[c] + h_c[c] + nadph_c[c] 	PP_1989	  0.00	999999.00	  0.00
arm_ASNN	asn__L_c[c] + h2o_c[c]  -> pmet_ASNN[c] 	PP_0495 or PP_1160	  0.00	999999.00	  0.00
ASNNNo1	pmet_ASNN[c] + 1.0365e-07 prot_Q88QJ6[c]  -> asp__L_c[c] + nh4_c[c] 	PP_0495	  0.00	999999.00	  0.00
ASNNNo2	pmet_ASNN[c] + 1.0365e-07 prot_Q88NP7[c]  -> asp__L_c[c] + nh4_c[c] 	PP_1160	  0.00	999999.00	  0.00
ASNNppNo1	asn__L_p[p] + h2o_p[p] + 7.4405e-07 prot_Q88K39[c]  -> asp__L_p[p] + nh4_p[p] 	PP_2453	  0.00	999999.00	  0.00
ASNS1No1	atp_c[c] + asp__L_c[c] + gln__L_c[c] + h2o_c[c] + 4.5687e-05 prot_Q88M25[c]  -> amp_c[c] + asn__L_c[c] + glu__L_c[c] + h_c[c] + ppi_c[c] 	PP_1750	  0.00	999999.00	  0.00
ASPCTNo1	asp__L_c[c] + cbp_c[c] + 6.6613e-07 prot_Q88D29[c] + 6.6613e-07 prot_Q88D30[c]  -> cbasp_c[c] + h_c[c] + pi_c[c] 	PP_4998 and PP_4999	  0.00	999999.00	  0.00
ASPKNo1	atp_c[c] + asp__L_c[c] + 4.8991e-06 prot_Q88EI9[c]  -> 4pasp_c[c] + adp_c[c] 	PP_4473	  0.00	999999.00	  0.00
ASPO1No1	asp__L_c[c] + h2o_c[c] + o2_c[c] + 2.6205e-05 prot_Q88MZ2[c]  -> h2o2_c[c] + oaa_c[c] + nh4_c[c] 	PP_1426	  0.00	999999.00	  0.00
ASPO3No1	asp__L_c[c] + q8_c[c] + 2.6205e-05 prot_Q88MZ2[c]  -> h_c[c] + iasp_c[c] + q8h2_c[c] 	PP_1426	  0.00	999999.00	  0.00
ASPO5No1	asp__L_c[c] + fum_c[c] + 2.6205e-05 prot_Q88MZ2[c]  -> h_c[c] + iasp_c[c] + succ_c[c] 	PP_1426	  0.00	999999.00	  0.00
ASPO6No1	asp__L_c[c] + o2_c[c] + 2.6205e-05 prot_Q88MZ2[c]  -> h_c[c] + h2o2_c[c] + iasp_c[c] 	PP_1426	  0.00	999999.00	  0.00
ASPSALyNo1	aspsa_c[c] + h2o_c[c] + nadp_c[c] + 3.858e-05 prot_Q88EN2[c]  -> asp__L_c[c] + 2 h_c[c] + nadph_c[c] 	PP_4422	  0.00	999999.00	  0.00
ASPTNo1	asp__L_c[c] + 1.5432e-06 prot_Q88C45[c]  -> fum_c[c] + nh4_c[c] 	PP_5338	  0.00	999999.00	  0.00
BZDIOLDHNo1	bz12diol_c[c] + nad_c[c] + 1.7005e-06 prot_Q88I37[c]  -> co2_c[c] + catechol_c[c] + nadh_c[c] 	PP_3164	  0.00	999999.00	  0.00
CACOAHANo1	caffcoa_c[c] + h2o_c[c] + 7.4671e-05 prot_Q88HJ8[c]  -> 34dhbald_c[c] + accoa_c[c] 	PP_3358	  0.00	999999.00	  0.00
CAFFCOANo1	34dhcinm_c[c] + atp_c[c] + coa_c[c] + 1.6534e-05 prot_Q88HK0[c]  -> amp_c[c] + caffcoa_c[c] + ppi_c[c] 	PP_3356	  0.00	999999.00	  0.00
CARBSARAHNo1	Ncarbsar_c[c] + 2 h_c[c] + h2o_c[c] + 2.3742e-05 prot_Q88FY5[c]  -> co2_c[c] + nh4_c[c] + sarcs_c[c] 	PP_3941	  0.00	999999.00	  0.00
arm_CARNabcpp	atp_c[c] + carn_p[p] + h2o_c[c]  -> pmet_CARNabcpp[c] 	(PP_0882 or PP_0884 or PP_0885) and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
CARNabcppNo1	pmet_CARNabcpp[c]  -> adp_c[c] + carn_c[c] + h_c[c] + pi_c[c] 	PP_0882	  0.00	999999.00	  0.00
CARNabcppNo2	pmet_CARNabcpp[c]  -> adp_c[c] + carn_c[c] + h_c[c] + pi_c[c] 	PP_0884	  0.00	999999.00	  0.00
CARNabcppNo3	pmet_CARNabcpp[c]  -> adp_c[c] + carn_c[c] + h_c[c] + pi_c[c] 	PP_0885 and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
CARNtexNo1	carn_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> carn_p[p] 	PP_0883	  0.00	999999.00	  0.00
arm_CAT	2 h2o2_c[c]  -> pmet_CAT[c] 	PP_0115 or PP_3668	  0.00	999999.00	  0.00
CATNo1	pmet_CAT[c] + 1.0893e-09 prot_Q88RL4[c]  -> 2 h2o_c[c] + o2_c[c] 	PP_0115	  0.00	999999.00	  0.00
CATNo2	pmet_CAT[c] + 1.5432e-08 prot_Q88GQ0[c]  -> 2 h2o_c[c] + o2_c[c] 	PP_3668	  0.00	999999.00	  0.00
arm_CATDOX	catechol_c[c] + o2_c[c]  -> pmet_CATDOX[c] 	PP_3166 or PP_3713	  0.00	999999.00	  0.00
CATDOXNo1	pmet_CATDOX[c] + 5.144e-06 prot_Q88I35[c]  -> ccmuac_c[c] + 2 h_c[c] 	PP_3166	  0.00	999999.00	  0.00
CATDOXNo2	pmet_CATDOX[c] + 5.144e-06 prot_Q88GK8[c]  -> ccmuac_c[c] + 2 h_c[c] 	PP_3713	  0.00	999999.00	  0.00
arm_CATpp	2 h2o2_p[p]  -> pmet_CATpp[p] 	PP_0481 or PP_2887	  0.00	999999.00	  0.00
CATppNo1	pmet_CATpp[p] + 1.0893e-09 prot_Q88QK9[c]  -> 2 h2o_p[p] + o2_p[p] 	PP_0481	  0.00	999999.00	  0.00
CATppNo2	pmet_CATpp[p] + 2.613e-05 prot_Q88IW2[c]  -> 2 h2o_p[p] + o2_p[p] 	PP_2887	  0.00	999999.00	  0.00
