prot_IDs	usage
prot_Q88FM3_exchange	0
prot_Q88FM4_exchange	0
prot_Q88FM5_exchange	0
prot_Q88FN0_exchange	0
prot_Q88FN1_exchange	0
prot_Q88FN4_exchange	0
prot_Q88FN6_exchange	0
prot_Q88FN7_exchange	0
prot_Q88FN8_exchange	0
prot_Q88FN9_exchange	0
prot_Q88FP6_exchange	1
prot_Q88FQ0_exchange	0.122232019395993
prot_Q88FQ1_exchange	0.0430100960623342
prot_Q88FQ3_exchange	0
prot_Q88FQ8_exchange	0
prot_Q88FR7_exchange	1
prot_Q88FS1_exchange	0.154889123161295
prot_Q88FS2_exchange	0
prot_Q88FT2_exchange	0
prot_Q88FT3_exchange	0.00169865736905542
prot_Q88FU3_exchange	0
prot_Q88FX5_exchange	0
prot_Q88G81_exchange	0
prot_Q88G86_exchange	0
prot_Q88GA4_exchange	0.0094599566420523
prot_Q88GA5_exchange	0
prot_Q88GD0_exchange	0
prot_Q88GD4_exchange	0
prot_Q88GE6_exchange	0
prot_Q88GF6_exchange	0
prot_Q88GF8_exchange	0
prot_Q88GG9_exchange	0
prot_Q88GH0_exchange	0
prot_Q88GJ9_exchange	0
prot_Q88GK0_exchange	0
prot_Q88GK1_exchange	0
prot_Q88GQ0_exchange	0
prot_Q88GT1_exchange	0
prot_Q88GT2_exchange	0
prot_Q88GW5_exchange	0
prot_Q88GW9_exchange	0
prot_Q88GX6_exchange	0
prot_Q88GX7_exchange	1
prot_Q88GY7_exchange	0.0154775410004259
prot_Q88H25_exchange	0
prot_Q88H30_exchange	0
prot_Q88H35_exchange	0
prot_Q88H54_exchange	0.0561617608675056
prot_Q88HB4_exchange	0
prot_Q88HB7_exchange	0
prot_Q88HC7_exchange	0
prot_Q88HE4_exchange	0.125744676218126
prot_Q88HF0_exchange	0.9999
prot_Q88HH4_exchange	0
prot_Q88HH5_exchange	0
prot_Q88HH6_exchange	0
prot_Q88HH9_exchange	0
prot_Q88HI1_exchange	0
prot_Q88HJ8_exchange	0
